id,sCreatedDate,sInstanceId,MoveNumber,Cell0,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,GameResultCode,Draw,Player1Wins,Player2Wins
622,'2022-02-23 01:19:53.388','1645406858024',8,2,1,2,2,1,1,1,2,0,3,1,0,0
623,'2022-02-23 01:19:53.388','1645406858024',9,2,1,2,2,1,1,1,2,0,3,1,0,0
624,'2022-02-23 01:19:53.388','1645406871128',1,0,0,0,0,1,0,0,0,0,3,1,0,0
625,'2022-02-23 01:19:53.388','1645406871128',2,0,0,0,0,1,0,2,0,0,3,1,0,0
626,'2022-02-23 01:19:53.388','1645406871128',3,0,0,0,1,1,0,2,0,0,3,1,0,0
627,'2022-02-23 01:19:53.388','1645406871128',4,0,0,0,1,1,2,2,0,0,3,1,0,0
628,'2022-02-23 01:19:53.388','1645406871128',5,0,1,0,1,1,2,2,0,0,3,1,0,0
629,'2022-02-23 01:19:53.388','1645406871128',6,0,1,0,1,1,2,2,2,0,3,1,0,0
630,'2022-02-23 01:19:53.388','1645406871128',7,0,1,0,1,1,2,2,2,0,3,1,0,0
631,'2022-02-23 01:19:53.388','1645406871128',8,2,1,0,1,1,2,2,2,0,3,1,0,0
632,'2022-02-23 01:19:53.388','1645406871128',9,2,1,1,1,1,2,2,2,0,3,1,0,0
633,'2022-02-23 01:19:53.388','1645406887424',1,0,0,0,0,1,0,0,0,0,3,1,0,0
634,'2022-02-23 01:19:53.388','1645406887424',2,0,0,0,0,1,0,0,0,0,3,1,0,0
635,'2022-02-23 01:19:53.388','1645406887424',3,0,0,0,1,1,0,0,0,0,3,1,0,0
636,'2022-02-23 01:19:53.388','1645406887424',4,0,0,0,1,1,2,0,0,0,3,1,0,0
637,'2022-02-23 01:19:53.388','1645406887424',5,0,0,1,1,1,2,0,0,0,3,1,0,0
638,'2022-02-23 01:19:53.388','1645406887424',6,0,0,1,1,1,2,2,0,0,3,1,0,0
639,'2022-02-23 01:19:53.388','1645406887424',7,0,0,1,1,1,2,2,1,0,3,1,0,0
640,'2022-02-23 01:19:53.388','1645406887424',8,0,2,1,1,1,2,2,1,0,3,1,0,0
641,'2022-02-23 01:19:53.388','1645406887424',9,1,2,1,1,1,2,2,1,0,3,1,0,0
642,'2022-02-23 01:19:53.388','1645406911617',1,0,0,0,0,1,0,0,0,0,1,0,1,0
643,'2022-02-23 01:19:53.388','1645406911617',2,0,0,0,0,1,2,0,0,0,1,0,1,0
644,'2022-02-23 01:19:53.388','1645406911617',3,0,0,0,0,1,2,0,1,0,1,0,1,0
645,'2022-02-23 01:19:53.388','1645406911617',4,0,2,0,0,1,2,0,1,0,1,0,1,0
646,'2022-02-23 01:19:53.388','1645406911617',5,0,2,0,0,1,2,1,1,0,1,0,1,0
647,'2022-02-23 01:19:53.388','1645406911617',6,0,2,0,0,1,2,1,1,0,1,0,1,0
648,'2022-02-23 01:19:53.388','1645406911617',7,0,2,1,0,1,2,1,1,0,1,0,1,0
649,'2022-02-23 01:19:53.388','1645406923785',1,0,0,0,0,1,0,0,0,0,3,1,0,0
650,'2022-02-23 01:19:53.388','1645406923785',2,0,0,2,0,1,0,0,0,0,3,1,0,0
651,'2022-02-23 01:19:53.388','1645406923785',3,0,0,2,0,1,0,0,1,0,3,1,0,0
652,'2022-02-23 01:19:53.388','1645406923785',4,0,2,2,0,1,0,0,1,0,3,1,0,0
653,'2022-02-23 01:19:53.388','1645406923785',5,1,2,2,0,1,0,0,1,0,3,1,0,0
654,'2022-02-23 01:19:53.388','1645406923785',6,1,2,2,0,1,0,0,1,0,3,1,0,0
655,'2022-02-23 01:19:53.388','1645406923785',7,1,2,2,0,1,1,0,1,0,3,1,0,0
656,'2022-02-23 01:19:53.388','1645406923785',8,1,2,2,2,1,1,0,1,0,3,1,0,0
657,'2022-02-23 01:19:53.388','1645406923785',9,1,2,2,2,1,1,1,1,0,3,1,0,0
658,'2022-02-23 01:19:53.388','1645406938890',1,0,0,0,0,1,0,0,0,0,3,1,0,0
659,'2022-02-23 01:19:53.388','1645406938890',2,0,0,0,0,1,0,0,0,0,3,1,0,0
660,'2022-02-23 01:19:53.388','1645406938890',3,0,1,0,0,1,0,0,0,0,3,1,0,0
661,'2022-02-23 01:19:53.388','1645406938890',4,0,1,0,0,1,0,0,2,0,3,1,0,0
662,'2022-02-23 01:19:53.388','1645406938890',5,0,1,0,0,1,0,1,2,0,3,1,0,0
663,'2022-02-23 01:19:53.388','1645406938890',6,0,1,2,0,1,0,1,2,0,3,1,0,0
664,'2022-02-23 01:19:53.388','1645406938890',7,0,1,2,0,1,1,1,2,0,3,1,0,0
665,'2022-02-23 01:19:53.388','1645406938890',8,0,1,2,2,1,1,1,2,0,3,1,0,0
666,'2022-02-23 01:19:53.388','1645406938890',9,1,1,2,2,1,1,1,2,0,3,1,0,0
667,'2022-02-23 01:19:53.388','1645406953386',1,0,0,0,0,1,0,0,0,0,3,1,0,0
668,'2022-02-23 01:19:53.388','1645406953386',2,0,0,0,0,1,0,2,0,0,3,1,0,0
669,'2022-02-23 01:19:53.388','1645406953386',3,0,1,0,0,1,0,2,0,0,3,1,0,0
670,'2022-02-23 01:19:53.388','1645406953386',4,0,1,0,0,1,0,2,2,0,3,1,0,0
671,'2022-02-23 01:19:53.388','1645406953386',5,0,1,0,0,1,0,2,2,0,3,1,0,0
672,'2022-02-23 01:19:53.388','1645406953386',6,2,1,0,0,1,0,2,2,0,3,1,0,0
673,'2022-02-23 01:19:53.388','1645406953386',7,2,1,0,1,1,0,2,2,0,3,1,0,0
674,'2022-02-23 01:19:53.388','1645406953386',8,2,1,0,1,1,2,2,2,0,3,1,0,0
675,'2022-02-23 01:19:53.388','1645406953386',9,2,1,1,1,1,2,2,2,0,3,1,0,0
676,'2022-02-23 01:19:53.388','1645406964659',1,0,0,0,0,1,0,0,0,0,3,1,0,0
677,'2022-02-23 01:19:53.388','1645406964659',2,0,0,0,0,1,0,0,0,0,3,1,0,0
678,'2022-02-23 01:19:53.388','1645406964659',3,0,0,0,1,1,0,0,0,0,3,1,0,0
679,'2022-02-23 01:19:53.388','1645406964659',4,0,0,0,1,1,2,0,0,0,3,1,0,0
680,'2022-02-23 01:19:53.388','1645406964659',5,0,0,1,1,1,2,0,0,0,3,1,0,0
681,'2022-02-23 01:19:53.388','1645406964659',6,0,0,1,1,1,2,2,0,0,3,1,0,0
682,'2022-02-23 01:19:53.388','1645406964659',7,0,0,1,1,1,2,2,1,0,3,1,0,0
683,'2022-02-23 01:19:53.388','1645406964659',8,0,2,1,1,1,2,2,1,0,3,1,0,0
684,'2022-02-23 01:19:53.388','1645406964659',9,1,2,1,1,1,2,2,1,0,3,1,0,0
685,'2022-02-23 01:19:53.388','1645406972204',1,0,0,0,0,1,0,0,0,0,3,1,0,0
686,'2022-02-23 01:19:53.388','1645406972204',2,0,0,0,0,1,0,2,0,0,3,1,0,0
687,'2022-02-23 01:19:53.388','1645406972204',3,0,0,0,0,1,0,2,1,0,3,1,0,0
688,'2022-02-23 01:19:53.388','1645406972204',4,0,2,0,0,1,0,2,1,0,3,1,0,0
689,'2022-02-23 01:19:53.388','1645406972204',5,0,2,0,0,1,1,2,1,0,3,1,0,0
690,'2022-02-23 01:19:53.388','1645406972204',6,0,2,0,2,1,1,2,1,0,3,1,0,0
691,'2022-02-23 01:19:53.388','1645406972204',7,1,2,0,2,1,1,2,1,0,3,1,0,0
692,'2022-02-23 01:19:53.388','1645406972204',8,1,2,0,2,1,1,2,1,0,3,1,0,0
693,'2022-02-23 01:19:53.388','1645406972204',9,1,2,1,2,1,1,2,1,0,3,1,0,0
694,'2022-02-23 01:19:53.388','1645406981772',1,0,0,0,0,1,0,0,0,0,3,1,0,0
695,'2022-02-23 01:19:53.388','1645406981772',2,2,0,0,0,1,0,0,0,0,3,1,0,0
696,'2022-02-23 01:19:53.388','1645406981772',3,2,0,0,1,1,0,0,0,0,3,1,0,0
697,'2022-02-23 01:19:53.388','1645406981772',4,2,0,0,1,1,2,0,0,0,3,1,0,0
698,'2022-02-23 01:19:53.388','1645406981772',5,2,0,1,1,1,2,0,0,0,3,1,0,0
699,'2022-02-23 01:19:53.388','1645406981772',6,2,0,1,1,1,2,2,0,0,3,1,0,0
700,'2022-02-23 01:19:53.388','1645406981772',7,2,1,1,1,1,2,2,0,0,3,1,0,0
701,'2022-02-23 01:19:53.388','1645406981772',8,2,1,1,1,1,2,2,2,0,3,1,0,0
702,'2022-02-23 01:19:53.388','1645406981772',9,2,1,1,1,1,2,2,2,0,3,1,0,0
703,'2022-02-23 01:19:53.388','1645406996555',1,0,0,0,0,1,0,0,0,0,3,1,0,0
704,'2022-02-23 01:19:53.388','1645406996555',2,0,2,0,0,1,0,0,0,0,3,1,0,0
705,'2022-02-23 01:19:53.388','1645406996555',3,0,2,0,0,1,1,0,0,0,3,1,0,0
706,'2022-02-23 01:19:53.388','1645406996555',4,0,2,0,2,1,1,0,0,0,3,1,0,0
707,'2022-02-23 01:19:53.388','1645406996555',5,0,2,0,2,1,1,1,0,0,3,1,0,0
708,'2022-02-23 01:19:53.388','1645406996555',6,0,2,2,2,1,1,1,0,0,3,1,0,0
709,'2022-02-23 01:19:53.388','1645406996555',7,1,2,2,2,1,1,1,0,0,3,1,0,0
710,'2022-02-23 01:19:53.388','1645406996555',8,1,2,2,2,1,1,1,0,0,3,1,0,0
711,'2022-02-23 01:19:53.388','1645406996555',9,1,2,2,2,1,1,1,1,0,3,1,0,0
712,'2022-02-23 01:19:53.389','1645407005820',1,0,0,0,0,1,0,0,0,0,3,1,0,0
713,'2022-02-23 01:19:53.389','1645407005820',2,0,0,2,0,1,0,0,0,0,3,1,0,0
714,'2022-02-23 01:19:53.389','1645407005820',3,0,0,2,0,1,1,0,0,0,3,1,0,0
715,'2022-02-23 01:19:53.389','1645407005820',4,0,0,2,2,1,1,0,0,0,3,1,0,0
716,'2022-02-23 01:19:53.389','1645407005820',5,0,1,2,2,1,1,0,0,0,3,1,0,0
717,'2022-02-23 01:19:53.389','1645407005820',6,0,1,2,2,1,1,0,2,0,3,1,0,0
718,'2022-02-23 01:19:53.389','1645407005820',7,1,1,2,2,1,1,0,2,0,3,1,0,0
719,'2022-02-23 01:19:53.389','1645407005820',8,1,1,2,2,1,1,0,2,0,3,1,0,0
720,'2022-02-23 01:19:53.389','1645407005820',9,1,1,2,2,1,1,1,2,0,3,1,0,0
721,'2022-02-23 01:19:53.389','1645407013852',1,0,0,0,0,0,0,0,1,0,3,1,0,0
722,'2022-02-23 01:19:53.389','1645407013852',2,2,0,0,0,0,0,0,1,0,3,1,0,0
723,'2022-02-23 01:19:53.389','1645407013852',3,2,0,0,0,1,0,0,1,0,3,1,0,0
724,'2022-02-23 01:19:53.389','1645407013852',4,2,2,0,0,1,0,0,1,0,3,1,0,0
725,'2022-02-23 01:19:53.389','1645407013852',5,2,2,1,0,1,0,0,1,0,3,1,0,0
726,'2022-02-23 01:19:53.389','1645407013852',6,2,2,1,0,1,0,2,1,0,3,1,0,0
727,'2022-02-23 01:19:53.389','1645407013852',7,2,2,1,1,1,0,2,1,0,3,1,0,0
728,'2022-02-23 01:19:53.389','1645407013852',8,2,2,1,1,1,2,2,1,0,3,1,0,0
729,'2022-02-23 01:19:53.389','1645407013852',9,2,2,1,1,1,2,2,1,0,3,1,0,0
730,'2022-02-23 01:19:53.389','1645407022068',1,0,0,0,0,1,0,0,0,0,2,0,0,1
731,'2022-02-23 01:19:53.389','1645407022068',2,0,0,0,0,1,0,0,0,0,2,0,0,1
732,'2022-02-23 01:19:53.389','1645407022068',3,0,0,0,0,1,1,0,0,0,2,0,0,1
733,'2022-02-23 01:19:53.389','1645407022068',4,0,0,0,2,1,1,0,0,0,2,0,0,1
734,'2022-02-23 01:19:53.389','1645407022068',5,0,0,1,2,1,1,0,0,0,2,0,0,1
735,'2022-02-23 01:19:53.389','1645407022068',6,0,0,1,2,1,1,2,0,0,2,0,0,1
736,'2022-02-23 01:19:53.389','1645407022068',7,1,0,1,2,1,1,2,0,0,2,0,0,1
737,'2022-02-23 01:19:53.389','1645407022068',8,1,0,1,2,1,1,2,2,0,2,0,0,1
738,'2022-02-23 01:19:53.389','1645407032581',1,0,0,0,0,1,0,0,0,0,3,1,0,0
739,'2022-02-23 01:19:53.389','1645407032581',2,0,0,0,0,1,0,0,0,0,3,1,0,0
740,'2022-02-23 01:19:53.389','1645407032581',3,0,0,0,0,1,1,0,0,0,3,1,0,0
741,'2022-02-23 01:19:53.389','1645407032581',4,0,0,0,2,1,1,0,0,0,3,1,0,0
742,'2022-02-23 01:19:53.389','1645407032581',5,0,0,0,2,1,1,1,0,0,3,1,0,0
743,'2022-02-23 01:19:53.389','1645407032581',6,0,0,2,2,1,1,1,0,0,3,1,0,0
744,'2022-02-23 01:19:53.389','1645407032581',7,0,1,2,2,1,1,1,0,0,3,1,0,0
745,'2022-02-23 01:19:53.389','1645407032581',8,0,1,2,2,1,1,1,2,0,3,1,0,0
746,'2022-02-23 01:19:53.389','1645407032581',9,1,1,2,2,1,1,1,2,0,3,1,0,0
747,'2022-02-23 01:19:53.389','1645407046614',1,0,0,0,0,1,0,0,0,0,3,1,0,0
748,'2022-02-23 01:19:53.389','1645407046614',2,0,2,0,0,1,0,0,0,0,3,1,0,0
749,'2022-02-23 01:19:53.389','1645407046614',3,0,2,1,0,1,0,0,0,0,3,1,0,0
750,'2022-02-23 01:19:53.389','1645407046614',4,0,2,1,0,1,0,2,0,0,3,1,0,0
751,'2022-02-23 01:19:53.389','1645407046614',5,0,2,1,1,1,0,2,0,0,3,1,0,0
752,'2022-02-23 01:19:53.389','1645407046614',6,0,2,1,1,1,2,2,0,0,3,1,0,0
753,'2022-02-23 01:19:53.389','1645407046614',7,1,2,1,1,1,2,2,0,0,3,1,0,0
754,'2022-02-23 01:19:53.389','1645407046614',8,1,2,1,1,1,2,2,0,0,3,1,0,0
755,'2022-02-23 01:19:53.389','1645407046614',9,1,2,1,1,1,2,2,1,0,3,1,0,0
756,'2022-02-23 01:19:53.389','1645407066094',1,0,0,0,0,0,0,1,0,0,1,0,1,0
757,'2022-02-23 01:19:53.389','1645407066094',2,0,0,0,0,2,0,1,0,0,1,0,1,0
758,'2022-02-23 01:19:53.389','1645407066094',3,0,0,1,0,2,0,1,0,0,1,0,1,0
759,'2022-02-23 01:19:53.389','1645407066094',4,0,0,1,0,2,0,1,0,0,1,0,1,0
760,'2022-02-23 01:19:53.389','1645407066094',5,1,0,1,0,2,0,1,0,0,1,0,1,0
761,'2022-02-23 01:19:53.389','1645407066094',6,1,0,1,2,2,0,1,0,0,1,0,1,0
762,'2022-02-23 01:19:53.389','1645407066094',7,1,1,1,2,2,0,1,0,0,1,0,1,0
763,'2022-02-23 01:19:53.389','1645407085088',1,0,0,0,0,1,0,0,0,0,3,1,0,0
764,'2022-02-23 01:19:53.389','1645407085088',2,0,0,0,2,1,0,0,0,0,3,1,0,0
765,'2022-02-23 01:19:53.389','1645407085088',3,0,0,0,2,1,0,1,0,0,3,1,0,0
766,'2022-02-23 01:19:53.389','1645407085088',4,0,0,2,2,1,0,1,0,0,3,1,0,0
767,'2022-02-23 01:19:53.389','1645407085088',5,0,1,2,2,1,0,1,0,0,3,1,0,0
768,'2022-02-23 01:19:53.389','1645407085088',6,0,1,2,2,1,0,1,2,0,3,1,0,0
769,'2022-02-23 01:19:53.389','1645407085088',7,0,1,2,2,1,1,1,2,0,3,1,0,0
770,'2022-02-23 01:19:53.389','1645407085088',8,2,1,2,2,1,1,1,2,0,3,1,0,0
771,'2022-02-23 01:19:53.389','1645407085088',9,2,1,2,2,1,1,1,2,0,3,1,0,0
772,'2022-02-23 01:19:53.389','1645409061577',1,0,0,0,0,1,0,0,0,0,2,0,0,1
773,'2022-02-23 01:19:53.389','1645409061577',2,0,0,0,0,1,0,2,0,0,2,0,0,1
774,'2022-02-23 01:19:53.389','1645409061577',3,0,0,0,0,1,0,2,0,0,2,0,0,1
775,'2022-02-23 01:19:53.389','1645409061577',4,2,0,0,0,1,0,2,0,0,2,0,0,1
776,'2022-02-23 01:19:53.389','1645409061577',5,2,0,0,0,1,1,2,0,0,2,0,0,1
777,'2022-02-23 01:19:53.389','1645409061577',6,2,0,0,2,1,1,2,0,0,2,0,0,1
778,'2022-02-23 01:19:53.389','1645411132336',1,1,0,0,0,0,0,0,0,0,2,0,0,1
779,'2022-02-23 01:19:53.389','1645411132336',2,1,0,0,2,0,0,0,0,0,2,0,0,1
780,'2022-02-23 01:19:53.389','1645411132336',3,1,0,0,2,1,0,0,0,0,2,0,0,1
781,'2022-02-23 01:19:53.389','1645411132336',4,1,0,0,2,1,0,0,0,0,2,0,0,1
782,'2022-02-23 01:19:53.389','1645411132336',5,1,0,0,2,1,1,0,0,0,2,0,0,1
783,'2022-02-23 01:19:53.389','1645411132336',6,1,0,0,2,1,1,2,0,0,2,0,0,1
784,'2022-02-23 01:19:53.389','1645411132336',7,1,0,1,2,1,1,2,0,0,2,0,0,1
785,'2022-02-23 01:19:53.389','1645411132336',8,1,0,1,2,1,1,2,2,0,2,0,0,1
786,'2022-02-23 01:19:53.389','1645412681373',1,0,0,0,0,1,0,0,0,0,3,1,0,0
787,'2022-02-23 01:19:53.389','1645412681373',2,0,0,0,0,1,2,0,0,0,3,1,0,0
788,'2022-02-23 01:19:53.389','1645412681373',3,0,0,0,0,1,2,0,0,0,3,1,0,0
789,'2022-02-23 01:19:53.389','1645412681373',4,2,0,0,0,1,2,0,0,0,3,1,0,0
790,'2022-02-23 01:19:53.389','1645412681373',5,2,0,0,1,1,2,0,0,0,3,1,0,0
791,'2022-02-23 01:19:53.389','1645412681373',6,2,2,0,1,1,2,0,0,0,3,1,0,0
792,'2022-02-23 01:19:53.389','1645412681373',7,2,2,1,1,1,2,0,0,0,3,1,0,0
793,'2022-02-23 01:19:53.389','1645412681373',8,2,2,1,1,1,2,2,0,0,3,1,0,0
794,'2022-02-23 01:19:53.389','1645412681373',9,2,2,1,1,1,2,2,1,0,3,1,0,0
795,'2022-02-23 01:19:53.389','1645412694569',1,0,0,0,0,1,0,0,0,0,3,1,0,0
796,'2022-02-23 01:19:53.389','1645412694569',2,0,0,0,0,1,2,0,0,0,3,1,0,0
797,'2022-02-23 01:19:53.389','1645412694569',3,0,0,0,0,1,2,0,1,0,3,1,0,0
798,'2022-02-23 01:19:53.389','1645412694569',4,0,2,0,0,1,2,0,1,0,3,1,0,0
799,'2022-02-23 01:19:53.389','1645412694569',5,1,2,0,0,1,2,0,1,0,3,1,0,0
800,'2022-02-23 01:19:53.389','1645412694569',6,1,2,0,0,1,2,0,1,0,3,1,0,0
801,'2022-02-23 01:19:53.389','1645412694569',7,1,2,1,0,1,2,0,1,0,3,1,0,0
802,'2022-02-23 01:19:53.389','1645412694569',8,1,2,1,0,1,2,2,1,0,3,1,0,0
803,'2022-02-23 01:19:53.389','1645412694569',9,1,2,1,1,1,2,2,1,0,3,1,0,0
804,'2022-02-23 01:19:53.389','1645412707488',1,0,0,0,0,1,0,0,0,0,3,1,0,0
805,'2022-02-23 01:19:53.389','1645412707488',2,0,0,0,0,1,2,0,0,0,3,1,0,0
806,'2022-02-23 01:19:53.389','1645412707488',3,0,0,0,1,1,2,0,0,0,3,1,0,0
807,'2022-02-23 01:19:53.389','1645412707488',4,0,0,2,1,1,2,0,0,0,3,1,0,0
808,'2022-02-23 01:19:53.389','1645412707488',5,0,0,2,1,1,2,0,0,0,3,1,0,0
809,'2022-02-23 01:19:53.389','1645412707488',6,2,0,2,1,1,2,0,0,0,3,1,0,0
810,'2022-02-23 01:19:53.389','1645412707488',7,2,1,2,1,1,2,0,0,0,3,1,0,0
811,'2022-02-23 01:19:53.389','1645412707488',8,2,1,2,1,1,2,0,2,0,3,1,0,0
812,'2022-02-23 01:19:53.389','1645412707488',9,2,1,2,1,1,2,1,2,0,3,1,0,0
813,'2022-02-23 01:19:53.389','1645412714530',1,0,0,0,0,1,0,0,0,0,1,0,1,0
814,'2022-02-23 01:19:53.389','1645412714530',2,0,0,0,0,1,2,0,0,0,1,0,1,0
815,'2022-02-23 01:19:53.389','1645412714530',3,0,0,1,0,1,2,0,0,0,1,0,1,0
816,'2022-02-23 01:19:53.389','1645412714530',4,0,0,1,0,1,2,2,0,0,1,0,1,0
817,'2022-02-23 01:19:53.389','1645412714530',5,1,0,1,0,1,2,2,0,0,1,0,1,0
818,'2022-02-23 01:19:53.389','1645412714530',6,1,2,1,0,1,2,2,0,0,1,0,1,0
819,'2022-02-23 01:19:53.389','1645412714530',7,1,2,1,0,1,2,2,0,0,1,0,1,0
820,'2022-02-23 01:19:53.389','1645412744217',1,1,0,0,0,0,0,0,0,0,1,0,1,0
821,'2022-02-23 01:19:53.389','1645412744217',2,1,0,0,0,2,0,0,0,0,1,0,1,0
822,'2022-02-23 01:19:53.389','1645412744217',3,1,0,0,0,2,0,0,0,0,1,0,1,0
823,'2022-02-23 01:19:53.389','1645412744217',4,1,0,0,0,2,0,2,0,0,1,0,1,0
824,'2022-02-23 01:19:53.389','1645412744217',5,1,0,1,0,2,0,2,0,0,1,0,1,0
825,'2022-02-23 01:19:53.389','1645412744217',6,1,0,1,0,2,2,2,0,0,1,0,1,0
826,'2022-02-23 01:19:53.389','1645412744217',7,1,1,1,0,2,2,2,0,0,1,0,1,0
827,'2022-02-23 01:19:53.389','1645413096570',1,0,0,0,0,0,0,0,1,0,2,0,0,1
828,'2022-02-23 01:19:53.389','1645413096570',2,0,0,0,0,2,0,0,1,0,2,0,0,1
829,'2022-02-23 01:19:53.389','1645413096570',3,0,1,0,0,2,0,0,1,0,2,0,0,1
